SNo,Date,StartupName,IndustryVertical,SubVertical,InvestmentType,New,AmountInUSD
282,10/3/2017,PeeBuddy,Healthcare,Female Hygiene product manufacturer,Seed Funding,443,"443,000"
284,10/3/2017,Lavelle Networks,Technology,SDN Solutions,Seed Funding,600,"600,000"
287,15/03/2017,LatestOne,eCommerce,Tech Accessories e-tailer,Private Equity,3350,"3,350,000"
288,15/03/2017,Frapperz,Consumer Internet,On-demand home services provider,Seed Funding,100,"100,000"
289,16/03/2017,mPaani,Consumer Internet,Loyalty rewards app,Private Equity,1350,"1,350,000"
291,16/03/2017,POPxo,Consumer Internet,Digital Media publication for women,Private Equity,3100,"3,100,000"
292,16/03/2017,Fitso,Consumer Internet,Fitness Mobile App,Seed Funding,200,"200,000"
294,21/03/2017,Flipkart,eCommerce,ECommerce Marketplace,Private Equity,1400000,"1,400,000,000"
295,21/03/2017,Airpay,Technology,Online payment Gateway,Private Equity,3670,"3,670,000"
296,21/03/2017,MyGlamm,Consumer Internet,On-Demand Beauty Services,Private Equity,5300,"5,300,000"
298,22/03/2017,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Seed Funding,191,"191,000"
299,23/03/2017,Ixigo,Consumer Internet,Online Travel Search Engine,Private Equity,15000,"15,000,000"
300,23/03/2017,Markets and Markets,Technology,Marketing Research Company,Private Equity,56000,"56,000,000"
301,24/03/2017,Bizom,Technology,supply chain automation platform,Seed Funding,382,"382,000"
303,24/03/2017,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,Private Equity,100000,"100,000,000"
305,28/03/2017,Fynd,ECommerce,Online fashion marketplace,Private Equity,500,"500,000"
307,28/03/2017,DoneThing,Consumer Internet,On-demand Personal Assistant service,Private Equity,300,"300,000"
309,29/03/2017,Ithaka,Consumer Internet,Vacation Trip Planning platform,Seed Funding,325,"325,000"
310,29/03/2017,perpule,eCommerce,Self-Checkout ECommerce App,Seed Funding,650,"650,000"
312,29/03/2017,Licious,ECommerce,Online Meat Ordering platform,Private Equity,10000,"10,000,000"
313,29/03/2017,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Seed Funding,50,"50,000"
317,31/03/2017,Jhakaas,Consumer Internet,Offline Business Aggregator App,Seed Funding,155,"155,000"
318,31/03/2017,Oriano Solar,Technology,Turnkey Solar Solutions,Private Equity,3000,"3,000,000"
319,31/03/2017,BigBasket,ECommerce,Online Grocer,Private Equity,7000,"7,000,000"
322,31/03/2017,Icertis,Technology,ERP solutions provider,Private Equity,25000,"25,000,000"
325,6/2/2017,Capital Float,Consumer Internet,Online lending platform,Private Equity,2500,"2,500,000"
327,7/2/2017,Inner Hour,Consumer Internet,Online Counselling Platform,Seed Funding,450,"450,000"
328,7/2/2017,Travel Triangle,Consumer Internet,Online travel agent marketplace,Private Equity,10000,"10,000,000"
329,8/2/2017,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Seed Funding,1000,"1,000,000"
330,8/2/2017,Zenatix,Technology,IoT Based Energy Monitoring & Control,Private Equity,1200,"1,200,000"
331,8/2/2017,Cartrade,Consumer Internet,Automobile Classifieds Portal,Private Equity,55000,"55,000,000"
333,8/2/2017,Edurev,Consumer Internet,Online Education Portal,Seed Funding,40,"40,000"
334,9/2/2017,Voonik,ECommerce,Women Apparel & Lifestyle etailer,Private Equity,6000,"6,000,000"
336,9/2/2017,Wooplr,ECommerce,Women Fashion Portal,Private Equity,8000,"8,000,000"
337,10/2/2017,48East,ECommerce,Online Food Delivery Platform,Private Equity,500,"500,000"
339,13/02/2017,Sigtuple,Technology,Medical Automation platform,Private Equity,5800,"5,800,000"
340,13/02/2017,Flutura,Technology,Decision Sciences Analytics Solutions,Private Equity,7500,"7,500,000"
341,13/02/2017,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Private Equity,3200,"3,200,000"
342,13/02/2017,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Private Equity,15000,"15,000,000"
343,13/02/2017,Nurturey,Consumer Internet,Parenting Mobile App,Seed Funding,330,"330,000"
344,13/02/2017,Fyle,Technology,Expense Management Solution,Seed Funding,400,"400,000"
345,14/02/2017,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Seed Funding,300,"300,000"
346,14/02/2017,CCAvenue,Consumer Internet,Online Payment Gateway,Private Equity,22400,"22,400,000"
349,15/02/2017,ZestMoney,Consumer Internet,Online Consumer Lending platform,Private Equity,6500,"6,500,000"
350,15/02/2017,AirZaar,Technology,Drone operations management platform,Seed Funding,350,"350,000"
351,16/02/2017,Truebil,Consumer Internet,Online Marketplace for Used Cars,Private Equity,3000,"3,000,000"
352,16/02/2017,YourStory,Consumer Internet,Online Media,Private Equity,3000,"3,000,000"
353,17/02/2017,Imaginate,Technology,AR & VR platform,Seed Funding,500,"500,000"
354,17/02/2017,The Ken,Consumer Internet,Online Media Platform,Seed Funding,400,"400,000"
355,17/02/2017,Urban Ladder,ECommerce,Online Furniture Store,Private Equity,15200,"15,200,000"
358,17/02/2017,Leopetra,eCommerce,Solution provider for pet needs,Seed Funding,40,"40,000"
359,18/02/2017,Blood n Care,Consumer Internet,First Aid care app,Seed Funding,40,"40,000"
360,20/02/2017,Flipkart,eCommerce,Online Marketplace,Private Equity,38700,"38,700,000"
361,21/02/2017,True Balance,Consumer Internet,Mobile balance Checking App,Private Equity,15000,"15,000,000"
362,22/02/2017,Vebbler,Consumer Internet,Photo Sharing for Groups,Seed Funding,40,"40,000"
363,23/02/2017,Get My Parking,Consumer Internet,Smart Parking Platform,Private Equity,1100,"1,100,000"
367,27/02/2017,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Seed Funding,375,"375,000"
368,27/02/2017,Johari Shop,ECommerce,Online Jewellery etailer,Seed Funding,94,"94,000"
369,28/02/2017,NeoStencil,Consumer Internet,Live Online Coaching Classes,Private Equity,1000,"1,000,000"
370,28/02/2017,Blackbuck,Logistics,Online freight aggregator,Private Equity,70000,"70,000,000"
371,2/1/2017,TaxSutra,Consumer Internet,Online Tax Filing platform,Seed Funding,366,"366,000"
372,3/1/2017,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Seed Funding,825,"825,000"
378,6/1/2017,Leap India,Logistics,Supply Chain Solutions Provider,Private Equity,13000,"13,000,000"
379,7/1/2017,FreeCharge,Consumer Internet,Mobile Wallet,Private Equity,57000,"57,000,000"
380,9/1/2017,TicketNew,Consumer Internet,Movie Ticket Booking platform,Private Equity,35000,"35,000,000"
381,10/1/2017,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Private Equity,800,"800,000"
382,10/1/2017,Securens,Technology,e-surveillance services provider,Private Equity,,"5,000,000"
383,10/1/2017,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,Private Equity,,"2,250,000"
384,10/1/2017,DriveSkool,Consumer Internet,online marketplace for driving schools,Seed Funding,,
385,10/1/2017,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Seed Funding,,"100,000"
386,10/1/2017,LensKart,eCommerce,Online eyewear retailer,Private Equity,,"3,500,000"
387,11/1/2017,InstaOffice,Consumer Internet,CoWorking Spaces booking platform,Seed Funding,,
388,12/1/2017,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Private Equity,,"1,350,000"
389,12/1/2017,Square Yards,Consumer Internet,Property Search Aggregator platform,Private Equity,,"10,000,000"
390,13/01/2017,Roambee,Technology,IoT smart Logistics and Asset Management Company,Private Equity,,"4,100,000"
391,13/01/2017,PaisaWapas,Consumer Internet,Cashback & Coupons platform,Seed Funding,,
392,13/01/2017,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Seed Funding,,"440,000"
393,14/01/2017,Unacademy,Consumer Internet,Online learning platform,Private Equity,,"4,500,000"
394,14/01/2017,SecururAX,Technology,Cloud-based solutions provider,Private Equity,,
395,16/01/2017,Leadburg,Consumer Internet,Personality Development Mobile App,Seed Funding,,
396,16/01/2017,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Private Equity,,"5,000,000"
397,16/01/2017,Oi Media,Technology,SAAS Based Media Marketing platform,Seed Funding,,
398,16/01/2017,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Seed Funding,,"700,000"
399,17/01/2017,Curiositi,Consumer Internet,Online Learning Platform,Private Equity,,"800,000"
400,17/01/2017,TinyStep,Consumer Internet,Parenting Info & Social Network,Private Equity,,"2,000,000"
401,17/01/2017,Practo,Consumer Internet,Online Healthcare platform,Private Equity,,"55,000,000"
402,17/01/2017,Ketchupp,Consumer Internet,Food Discovery Platform,Seed Funding,,"441,000"
403,17/01/2017,Hoopy,Consumer Internet,Online Car Service Platform,Seed Funding,,"500,000"
404,17/01/2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Seed Funding,,"147,000"
405,18/01/2017,Kratikal,Technology,Cyber Security Solution provider,Seed Funding,,
406,18/01/2017,Direct Create,eCommerce,B2B Marketplace for Handicrafts,Seed Funding,,
407,18/01/2017,Vahdam Teas,eCommerce,Online Tea etailer,Seed Funding,,"650,000"
408,18/01/2017,Qwikspec,Technology,Cloud-based construction,Seed Funding,,"300,000"
409,19/01/2017,PParke,Consumer Internet,Parking Solutions mobile app,Seed Funding,,
410,19/01/2017,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Private Equity,,"1,000,000"
411,19/01/2017,Native Special,eCommerce,Indian Sweets & Snacks etailer,Seed Funding,,
412,19/01/2017,Fitnapp,Consumer Internet,Fitness Mobile App,Private Equity,,
413,20/01/2017,Ethosh,Technology,Visual and Interactive communications Solutions,Seed Funding,,
414,20/01/2017,Wydr,eCommerce,B2B Wholesale Marketplace in India,Private Equity,,
415,20/01/2017,Tyre Express,Technology,IoT platform for Tyre Performance management & tracking,Seed Funding,,
416,20/01/2017,Connaizen,Technology,Data Analytics platform,Seed Funding,,
417,22/01/2017,MessaGif,Consumer Internet,social messaging platform,Seed Funding,,"50,000"
418,23/01/2017,SmartHi,Technology,Audit automation Solutions,Seed Funding,,
419,23/01/2017,CRON Systems,Technology,Border Intrusion Alert Solutions,Seed Funding,,
420,23/01/2017,CueMath,Technology,Maths Learning program,Private Equity,,"15,000,000"
421,23/01/2017,ChipperSage,Technology,Online learning platform,Seed Funding,,
422,24/01/2017,SelectJobs,Consumer Internet,Online Job portal,Seed Funding,,
423,24/01/2017,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Private Equity,,"500,000"
424,24/01/2017,NowFloats,Consumer Internet,Platform to take businesses online,Private Equity,,"10,000,000"
425,24/01/2017,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Private Equity,,"4,000,000"
426,24/01/2017,BetaOut,Technology,ECommerce Marketing Software,Private Equity,,
427,25/01/2017,Wishberry,Consumer Internet,Crowdfunding Platform,Seed Funding,,
428,25/01/2017,RML Agtech,Technology,Agri Decision Support Solution for farmers,Private Equity,,"4,000,000"
429,25/01/2017,LoyaltyPrime,Technology,Loyalty program management solutions,Private Equity,,
430,25/01/2017,InstaSafe,Technology,Security-as-a-Service solution provider,Private Equity,,"2,200,000"
431,25/01/2017,Infibeam,eCommerce,eCommerce Marketplace,Private Equity,,"8,800,000"
432,2/1/2017,99Games,Technology,Mobile Game Developer Studio,Seed Funding,,
433,26/01/2017,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Private Equity,,"1,400,000"
434,26/01/2017,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Seed Funding,,"300,000"
435,26/01/2017,Kochi Post,Consumer Internet,English Online News portal,Seed Funding,,
436,30/01/2017,Intuit Things,Technology,IoT solutions for home automation applications,Seed Funding,,"106,000"
437,30/01/2017,Cloudrino,Technology,Cloud based Virtual Servers,Seed Funding,,"22,500"
438,30/01/2017,FabX,eCommerce,Used Furniture Marketplace,Seed Funding,,"68,000"
439,30/01/2017,Maptags,Consumer Internet,Smart Online address tags,Seed Funding,,"18,000"
440,30/01/2017,YOLO Health,Consumer Internet,Online Healthcare platform,Seed Funding,,
441,31/01/2017,Heads Up For Tails,eCommerce,Online Pet Products Store,Private Equity,,"2,000,000"
442,31/01/2017,Register My Marriage,Consumer Internet,Online Marriage Registration services,Seed Funding,,
443,1/12/2016,SidQam,Technology,Healthcare Software System,Private Equity,,"1,200,000"
444,1/12/2016,India Lends,Consumer Internet,Online Instant personal Loan provider,Private Equity,,"4,000,000"
445,1/12/2016,Slide App,Consumer Internet,Lock screen Rewards mobile app,Private Equity,,"3,600,000"
446,2/12/2016,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,Seed Funding,,"100,000"
447,2/12/2016,Streo,Consumer Internet,Live Music Streaming App,Seed Funding,,
448,2/12/2016,TYGR,Technology,Transport and logistics mobile App,Private Equity,,"3,000,000"
449,5/12/2016,Mr Hot Foods,Consumer Internet,Online Food Ordering & Delivery Portal,Seed Funding,,
450,5/12/2016,UrDoorStep,eCommerce,Online Grocery Store,Private Equity,,"1,400,000"
451,5/12/2016,ONN Bikes,eCommerce,"On-demand, self-drive bike rental platform",Seed Funding,,
452,6/12/2016,Diro Labs,Consumer Internet,Mobile Contacts Management app,Seed Funding,,"147,000"
453,6/12/2016,THB,Technology,Clinical research and data analytics,Seed Funding,,
454,7/12/2016,LookAtMe,Consumer Internet,Mobile App based Fashion Network,Seed Funding,,
455,7/12/2016,Netree,eCommerce,Mobile-only Retailers Engagement Solution,Seed Funding,,
456,7/12/2016,BookEventz,Consumer Internet,"Venue, Events Booking platform",Seed Funding,,
457,7/12/2016,Tailslife,Consumer Internet,Pet Parenting mobile app,Seed Funding,,
458,7/12/2016,Revv,Consumer Internet,Self-Driven Car Services booking portal,Private Equity,,"9,000,000"
459,7/12/2016,WealthApp,Consumer Internet,Online Investment Advisory platform,Seed Funding,,"440,000"
460,7/12/2016,Vehico,Technology,Connected Transportation solutions,Seed Funding,,
461,8/12/2016,Zest Money,Consumer Internet,Online Consumer Lending platform,Private Equity,,"6,500,000"
462,8/12/2016,GoMechanic,Consumer Internet,Online Car servicing Booking platform,Seed Funding,,"250,000"
463,9/12/2016,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,Private Equity,,"6,000,000"
464,9/12/2016,Nykaa,eCommerce,Beauty Products etailer,Private Equity,,
465,9/12/2016,Wittyparot,Technology,Content Management & Productivity platform,Seed Funding,,"450,000"
466,9/12/2016,NeuroEquilibrium,Technology,Health-Tech platform,Seed Funding,,"250,000"
467,12/12/2016,Xseed Education,Technology,Education & learning Tech platform,Private Equity,,"10,000,000"
468,12/12/2016,Rupaiya Exchange,Consumer Internet,P2P Lending platform,Seed Funding,,"200,000"
469,12/12/2016,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Private Equity,,"2,000,000"
470,12/12/2016,UrbanPiper,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,Seed Funding,,
471,12/12/2016,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,Seed Funding,,"2,000,000"
472,13/12/2016,Indifi,Consumer Internet,Online lending platform,Private Equity,,"10,000,000"
473,13/12/2016,GoComet,Logistics,Marketplace for International Freight,Seed Funding,,
474,13/12/2016,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,Private Equity,,"11,100,000"
475,14/12/2016,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,Seed Funding,,
476,14/12/2016,Qacco,Consumer Internet,Hotel Booking platform,Seed Funding,,"150,000"
477,14/12/2016,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,Seed Funding,,"1,000,000"
478,14/12/2016,MoEngage,Technology,User analytics and engagement platform,Seed Funding,,
479,14/12/2016,Ten3t Health,Technology,medical grade wearable patch maker,Seed Funding,,
480,14/12/2016,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Seed Funding,,"297,000"
481,15/12/2016,SERV’D,Consumer Internet,Financial Services For Unorganized Workforce,Seed Funding,,"100,000"
482,15/12/2016,IdeaForge,Technology,Drone Manufacturing,Private Equity,,"10,000,000"
483,15/12/2016,Amagi Media Labs,Technology,Media Technology Solutions,Private Equity,,"35,000,000"
484,15/12/2016,Pocket Aces,Technology,Digital Entertainment Company,Private Equity,,"3,000,000"
485,16/12/2016,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Private Equity,,"23,000,000"
486,16/12/2016,TripShelf,Consumer Internet,Holiday Packages provider,Seed Funding,,"123,000"
487,19/12/2016,Events High,Consumer Internet,Events & Activities Marketplace,Private Equity,,
488,19/12/2016,NoBroker,Consumer Internet,Rental property search portal,Private Equity,,"7,400,000"
489,20/12/2016,VivoCarat,eCommerce,Online jewellery marketplace,Seed Funding,,"50,000"
490,20/12/2016,Tiyo,Consumer Internet,Doctor Search Mobile App,Seed Funding,,
491,20/12/2016,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Private Equity,,
492,20/12/2016,BYJU’s,Consumer Internet,Online Learning platform,Private Equity,,"15,000,000"
493,21/12/2016,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Seed Funding,,
494,21/12/2016,The BlueBook,Consumer Internet,online to offline marketing platform,Seed Funding,,"500,000"
495,21/12/2016,MamaEarth,eCommerce,Babycare Products seller,Seed Funding,,
496,21/12/2016,Vegetall,eCommerce,Online Vegetable eTailer,Seed Funding,,"162,000"
497,22/12/2016,Innoplexus,Technology,Data as a Service Provider,Private Equity,,
498,22/12/2016,Mindler,Consumer Internet,Career Planning & Assessment platform,Seed Funding,,"324,000"
499,22/12/2016,MCaffeine,eCommerce,Personal care product etailer,Seed Funding,,"300,000"
500,23/12/2016,enKast,Technology,Cloud based CRM for Agencies,Private Equity,,"2,000,000"
501,23/12/2016,ShopKirana,eCommerce,B2B platform for Merchants & Retailers,Private Equity,,
502,23/12/2016,MyAdvo,Consumer Internet,Legal Advice Platform,Seed Funding,,
503,23/12/2016,Asocon,Technology,Process management startup,Seed Funding,,
